instance,centers_number,size,p,iteration,max_distance_k_mean_1,silhouette_k_mean_1,adjusted_rand_k_mean_1,execution_time_k_mean_1,max_distance_k_mean_2,silhouette_k_mean_2,adjusted_rand_k_mean_2,execution_time_k_mean_2,max_distance_k_means_skt,execution_time_k_means_skt,silhouette_k_means_skt,adjusted_rand_k_means_skt,estimated
center_3_saida_cluster_7.csv,3,800,1,1,1.758515350941343,0.5346444947075772,0.6064326968565206,0.03440213203430176,2.6215710691067455,0.5713898011533705,0.6054085386880598,0.021230220794677734,2.7735073593317505,0.07156705856323242,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,2,1.834916288819555,0.5395375578785933,0.5462159575163589,0.02965545654296875,3.383711379612519,0.5588182242887052,0.5903716675856898,0.028322219848632812,2.7735073593317505,0.06597614288330078,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,3,2.277704501195659,0.5708347471354521,0.7145359160183009,0.028116464614868164,2.6822011605063096,0.5674132120112111,0.5879912696838533,0.027797937393188477,2.7735073593317505,0.06769585609436035,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,4,2.085235131728642,0.5661024291797291,0.8332705628031786,0.03769564628601074,2.3478798008851216,0.5401189853479232,0.6998377482034449,0.024631023406982422,2.7735073593317505,0.054416656494140625,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,5,1.7538511212878425,0.5426299147712572,0.53006462843874,0.014391183853149414,2.4510361149800466,0.5475131087836662,0.5668707835934581,0.027749061584472656,2.7735073593317505,0.08841943740844727,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,6,2.14116264008696,0.5485972124643937,0.5758849730780468,0.028429269790649414,2.8661135952216714,0.524443513430134,0.5225151512348676,0.025367259979248047,2.7735073593317505,0.07769489288330078,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,7,2.144261100391857,0.3833507803090049,0.5271468365842827,0.029889583587646484,2.6463560257056633,0.5687299832344761,0.5936772392143498,0.025317668914794922,2.7735073593317505,0.06892013549804688,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,8,2.2696427064272804,0.5695415894609331,0.6335203620087511,0.028252124786376953,2.5367931823617482,0.46287520081257,0.4961668736139514,0.028349876403808594,2.7735073593317505,0.0674598217010498,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,9,2.054340287890472,0.6059197804242783,0.6171866797936446,0.0297396183013916,2.712019105561092,0.5148820560417023,0.4972418267354453,0.0233914852142334,2.7735073593317505,0.06905508041381836,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,10,2.5299308233666866,0.5711451724533394,0.523666828252362,0.032044172286987305,3.0224389996710426,0.0005695061090451547,0.05199899986837241,0.029969215393066406,2.7735073593317505,0.0652625560760498,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,11,1.8351010997942085,0.6057539495790997,0.7977619971823219,0.03328084945678711,2.758250882881306,0.5777190634146231,0.6023900639424441,0.024008750915527344,2.7735073593317505,0.07802629470825195,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,12,2.241334984056417,0.584142762706206,0.5576822102780653,0.029198884963989258,2.4999655969384764,0.5303447504418117,0.4925809152397272,0.02787923812866211,2.7735073593317505,0.0737612247467041,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,13,2.364814009387331,0.5136203324041723,0.5830814059343287,0.03128170967102051,2.6822011605063096,0.568520529320584,0.5903016430649068,0.026014089584350586,2.7735073593317505,0.07209920883178711,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,14,2.0707055357190067,0.5574167193659058,0.5778257892623072,0.028733253479003906,2.4072649712944627,0.5474029588437768,0.6934180546653107,0.03047037124633789,2.7735073593317505,0.06391716003417969,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,15,2.073366856845169,0.6328278078264827,0.4870420311466482,0.031418561935424805,3.383711379612519,0.585613887360484,0.6640201396312704,0.030289173126220703,2.7735073593317505,0.05481576919555664,0.6178470230796154,0.8475446375692754,4.629505514718051
center_3_saida_cluster_7.csv,3,800,1,16,2.381567678213844,0.5399512054722352,0.5599393211073452,0.020839691162109375,2.839232510231936,0.26293583132427545,0.3741500851262648,0.019741296768188477,2.7735073593317505,0.04457378387451172,0.6178470230796154,0.8475446375692754,4.629505514718051
